cell_km,medoid_rank,consensus_rank,species,occurrence_rows,unique_locations,duplicate_rows,occupied_cells,occupied_area_km2,centroid_x_km,centroid_y_km,mean_pairwise_jsd,jsd_to_consensus
5,43,12,Euphorbia cyparissias,67936,67936,0,27056,676400,-37.41849762106488,-429.8013492180152,0.8187238723250118,0.4975016074649162
5,44,30,Thymus pulegioides,22391,22391,0,12307,307675,-113.99867113713707,-391.65120257933046,0.8195058943860712,0.5487295368011845
5,45,63,Euphrasia salisburgensis,3741,3741,0,1840,46000,85.07907734730324,-136.15613456803968,0.8248303563757778,0.6228526385779619
5,46,64,Globularia bisnagarica,10117,10117,0,4760,119000,-307.33569258004246,-721.0915509312943,0.8261673064370709,0.6241080648049613
5,47,71,Trifolium alpinum,7421,7421,0,1954,48850,-281.98721979880344,-751.1948004797323,0.8261962497233027,0.6427406069602133
5,48,83,Alchemilla fissa,1428,1428,0,746,18650,-114.66672265093524,-676.513424920346,0.8263639444256966,0.6744752702501818
5,49,40,Cynanchica pyrenaica,14245,14245,0,7545,188625,-347.8914269829018,-561.0927803425701,0.8267071985677091,0.5850332979625517
5,50,33,Salvia pratensis,38030,38030,0,17106,427650,-117.32574789652813,-531.7691887908315,0.8284560604665163,0.5566208275413999
5,51,79,Scorzoneroides helvetica,2706,2706,0,1333,33325,79.76167497705656,-568.9547766059584,0.8290121817363636,0.6649947845578797
5,52,39,Veronica alpina,11143,11143,0,4619,115475,35.03277510257842,629.9833583206469,0.8294038120711469,0.5730529570908877
5,53,29,Centaurea scabiosa,42766,42766,0,19552,488800,-22.017164508537736,-12.262751048559656,0.8296443068230991,0.5429188154274077
5,54,78,Leontopodium nivale,4627,4627,0,1870,46750,-59.926400748547834,-662.0062554489301,0.8303865898161431,0.6576714349596062
5,55,76,Ranunculus alpestris,2677,2677,0,1156,28900,86.00489863730229,-546.2697144153088,0.8304971461469371,0.6540762200722922
5,56,27,Arenaria serpyllifolia,43708,43708,0,21169,529225,-151.3031932756918,-11.171390943841985,0.8330344173553651,0.537443693731871
5,57,75,Gentiana clusii,3807,3807,0,1640,41000,101.26219804269681,-542.9199971748311,0.8333793809105623,0.6472201394880349
5,58,58,Melica ciliata,10110,10110,0,5001,125025,-402.05554911356194,-841.8008272594,0.8337599647817919,0.6174824005159621
